Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H2,2006,2006,2006,4,0,1,Import,51,Armenia,ARM,398,Kazakhstan,KAZ,1001,Wheat and meslin.,8,Weight in kilograms,2429450,2429450,427938,0
H2,2006,2006,2006,4,0,1,Import,51,Armenia,ARM,498,Rep. of Moldova,MDA,1001,Wheat and meslin.,8,Weight in kilograms,591000,591000,97515,0
H2,2006,2006,2006,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,1001,Wheat and meslin.,8,Weight in kilograms,278065226,278065226,46778489,0
H2,2006,2006,2006,4,0,1,Import,51,Armenia,ARM,804,Ukraine,UKR,1001,Wheat and meslin.,8,Weight in kilograms,15774360,15774360,2758814,0
H2,2006,2006,2006,4,0,1,Import,51,Armenia,ARM,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,1822680,1822680,355423,0
H2,2006,2006,2006,4,0,2,Export,52,Barbados,BRB,662,Saint Lucia,LCA,1001,Wheat and meslin.,8,Weight in kilograms,880,880,402,0
H2,2006,2006,2006,4,0,3,Re-Export,52,Barbados,BRB,662,Saint Lucia,LCA,1001,Wheat and meslin.,8,Weight in kilograms,880,880,402,0
H2,2006,2006,2006,4,0,1,Import,52,Barbados,BRB,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,19921086,19921086,5409299,0
H2,2006,2006,2006,4,0,2,Export,52,Barbados,BRB,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,68,68,40,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,12,Algeria,DZA,1001,Wheat and meslin.,8,Weight in kilograms,32899317,32899317,4519649,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,51590,51590,22017,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,36,Australia,AUS,1001,Wheat and meslin.,8,Weight in kilograms,41200,41200,17393,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,40,Austria,AUT,1001,Wheat and meslin.,8,Weight in kilograms,769546,769546,808549,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,124,Canada,CAN,1001,Wheat and meslin.,8,Weight in kilograms,303679814,303679814,69946532,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,148,Chad,TCD,1001,Wheat and meslin.,8,Weight in kilograms,545990,545990,109409,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,203,Czechia,CZE,1001,Wheat and meslin.,8,Weight in kilograms,109611525,109611525,14976390,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,208,Denmark,DNK,1001,Wheat and meslin.,8,Weight in kilograms,179708,179708,58607,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,208,Denmark,DNK,1001,Wheat and meslin.,8,Weight in kilograms,1657,1657,393,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,246,Finland,FIN,1001,Wheat and meslin.,8,Weight in kilograms,6001114,6001114,1538523,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,251,France,FRA,1001,Wheat and meslin.,8,Weight in kilograms,2184257253,2184257253,326340224,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,251,France,FRA,1001,Wheat and meslin.,8,Weight in kilograms,85268561,85268561,15963395,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,276,Germany,DEU,1001,Wheat and meslin.,8,Weight in kilograms,686133012,686133012,123355384,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,276,Germany,DEU,1001,Wheat and meslin.,8,Weight in kilograms,185435597,185435597,40248307,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,300,Greece,GRC,1001,Wheat and meslin.,8,Weight in kilograms,29692,29692,4476,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,348,Hungary,HUN,1001,Wheat and meslin.,8,Weight in kilograms,279,279,56,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,352,Iceland,ISL,1001,Wheat and meslin.,8,Weight in kilograms,2837384,2837384,982746,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,372,Ireland,IRL,1001,Wheat and meslin.,8,Weight in kilograms,1661,1661,453,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,381,Italy,ITA,1001,Wheat and meslin.,8,Weight in kilograms,12442520,12442520,2852043,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,381,Italy,ITA,1001,Wheat and meslin.,8,Weight in kilograms,3277341,3277341,3478190,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,392,Japan,JPN,1001,Wheat and meslin.,8,Weight in kilograms,215822,215822,54574,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,414,Kuwait,KWT,1001,Wheat and meslin.,8,Weight in kilograms,5000,5000,3140,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,440,Lithuania,LTU,1001,Wheat and meslin.,8,Weight in kilograms,10721,10721,3245,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,442,Luxembourg,LUX,1001,Wheat and meslin.,8,Weight in kilograms,20822513,20822513,3657108,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,442,Luxembourg,LUX,1001,Wheat and meslin.,8,Weight in kilograms,273955,273955,87460,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,478,Mauritania,MRT,1001,Wheat and meslin.,8,Weight in kilograms,21299572,21299572,3069807,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,504,Morocco,MAR,1001,Wheat and meslin.,8,Weight in kilograms,25471386,25471386,3239065,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,528,Netherlands,NLD,1001,Wheat and meslin.,8,Weight in kilograms,62736588,62736588,10783868,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,528,Netherlands,NLD,1001,Wheat and meslin.,8,Weight in kilograms,462562616,462562616,71520081,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,579,Norway,NOR,1001,Wheat and meslin.,8,Weight in kilograms,1624995,1624995,384397,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,616,Poland,POL,1001,Wheat and meslin.,8,Weight in kilograms,4881130,4881130,1183812,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,620,Portugal,PRT,1001,Wheat and meslin.,8,Weight in kilograms,7525,7525,1567,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,682,Saudi Arabia,SAU,1001,Wheat and meslin.,8,Weight in kilograms,800,800,13188,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,724,Spain,ESP,1001,Wheat and meslin.,8,Weight in kilograms,297514,297514,89967,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,724,Spain,ESP,1001,Wheat and meslin.,8,Weight in kilograms,3279,3279,562,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,752,Sweden,SWE,1001,Wheat and meslin.,8,Weight in kilograms,18038197,18038197,4373654,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,757,Switzerland,CHE,1001,Wheat and meslin.,8,Weight in kilograms,1995012,1995012,442179,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,788,Tunisia,TUN,1001,Wheat and meslin.,8,Weight in kilograms,25109862,25109862,3223429,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,792,Turkey,TUR,1001,Wheat and meslin.,8,Weight in kilograms,82650,82650,49013,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,804,Ukraine,UKR,1001,Wheat and meslin.,8,Weight in kilograms,113700106,113700106,16244101,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,826,United Kingdom,GBR,1001,Wheat and meslin.,8,Weight in kilograms,40536624,40536624,7206672,0
H2,2006,2006,2006,4,0,2,Export,56,Belgium,BEL,826,United Kingdom,GBR,1001,Wheat and meslin.,8,Weight in kilograms,29485676,29485676,7029274,0
H2,2006,2006,2006,4,0,1,Import,56,Belgium,BEL,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,72676753,72676753,17227343,0
H2,2006,2006,2006,4,0,1,Import,60,Bermuda,BMU,124,Canada,CAN,1001,Wheat and meslin.,1,No Quantity,,,9,0
H2,2006,2006,2006,4,0,1,Import,60,Bermuda,BMU,842,USA,USA,1001,Wheat and meslin.,1,No Quantity,,,2846,0
H2,2006,2006,2006,4,0,1,Import,64,Bhutan,BTN,699,India,IND,1001,Wheat and meslin.,8,Weight in kilograms,10376150,10376150,2287131,0
H2,2007,2007,2007,4,0,2,Export,52,Barbados,BRB,662,Saint Lucia,LCA,1001,Wheat and meslin.,8,Weight in kilograms,880,880,440,0
H2,2007,2007,2007,4,0,1,Import,52,Barbados,BRB,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,24055868,24055868,7054427,0
H2,2007,2007,2007,4,0,1,Import,60,Bermuda,BMU,826,United Kingdom,GBR,1001,Wheat and meslin.,1,No Quantity,,,95,0
H2,2007,2007,2007,4,0,1,Import,60,Bermuda,BMU,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,7,7,4092,0
H2,2008,2008,2008,4,0,2,Export,52,Barbados,BRB,662,Saint Lucia,LCA,1001,Wheat and meslin.,8,Weight in kilograms,440,440,444,0
H2,2008,2008,2008,4,0,1,Import,52,Barbados,BRB,826,United Kingdom,GBR,1001,Wheat and meslin.,8,Weight in kilograms,17,17,90,0
H2,2008,2008,2008,4,0,1,Import,52,Barbados,BRB,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,26154097,26154097,12712462,0
H2,2008,2008,2008,4,0,1,Import,60,Bermuda,BMU,826,United Kingdom,GBR,1001,Wheat and meslin.,1,No Quantity,,,54,0
H2,2008,2008,2008,4,0,1,Import,60,Bermuda,BMU,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,19,19,1799,0
H2,2009,2009,2009,4,0,2,Export,52,Barbados,BRB,662,Saint Lucia,LCA,1001,Wheat and meslin.,8,Weight in kilograms,834,834,847,0
H2,2009,2009,2009,4,0,1,Import,52,Barbados,BRB,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,18449766,18449766,5360936,0
H2,2009,2009,2009,4,0,1,Import,60,Bermuda,BMU,124,Canada,CAN,1001,Wheat and meslin.,1,No Quantity,,,2895,0
H2,2009,2009,2009,4,0,1,Import,60,Bermuda,BMU,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,135,135,3442,0
H2,2010,2010,2010,4,0,1,Import,52,Barbados,BRB,328,Guyana,GUY,1001,Wheat and meslin.,8,Weight in kilograms,6,6,13,0
H2,2010,2010,2010,4,0,2,Export,52,Barbados,BRB,662,Saint Lucia,LCA,1001,Wheat and meslin.,8,Weight in kilograms,634,634,645,0
H2,2010,2010,2010,4,0,2,Export,52,Barbados,BRB,670,Saint Vincent and the Grenadines,VCT,1001,Wheat and meslin.,8,Weight in kilograms,23,23,75,0
H2,2010,2010,2010,4,0,1,Import,52,Barbados,BRB,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,18004410,18004410,4932644,0
H3,2007,2007,2007,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,89456640,89456640,16181529,0
H3,2007,2007,2007,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,76,Brazil,BRA,1001,Wheat and meslin.,8,Weight in kilograms,25,25,44,0
H3,2007,2007,2007,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,156,China,CHN,1001,Wheat and meslin.,8,Weight in kilograms,46,46,3,0
H3,2007,2007,2007,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,608,Philippines,PHL,1001,Wheat and meslin.,8,Weight in kilograms,12,12,154,0
H3,2007,2007,2007,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,20550531,20550531,4245811,0
H3,2007,2007,2007,4,0,2,Export,68,Bolivia (Plurinational State of),BOL,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,164,164,40,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,12,Algeria,DZA,1001,Wheat and meslin.,1,No Quantity,0,37550000,11145123,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,24,Angola,AGO,1001,Wheat and meslin.,8,Weight in kilograms,160,1098,857,0
H3,2007,2007,2007,4,0,1,Import,76,Brazil,BRA,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,5630002197,5630326297,1327728272,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,6040,6040,4681,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,56,Belgium,BEL,1001,Wheat and meslin.,1,No Quantity,0,331900,151691,0
H3,2007,2007,2007,4,0,1,Import,76,Brazil,BRA,124,Canada,CAN,1001,Wheat and meslin.,8,Weight in kilograms,340991100,340991100,87821868,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,251,France,FRA,1001,Wheat and meslin.,8,Weight in kilograms,128800,128800,57960,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,372,Ireland,IRL,1001,Wheat and meslin.,8,Weight in kilograms,200,200,283,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,392,Japan,JPN,1001,Wheat and meslin.,8,Weight in kilograms,1440,1446,5408,0
H3,2007,2007,2007,4,0,1,Import,76,Brazil,BRA,422,Lebanon,LBN,1001,Wheat and meslin.,8,Weight in kilograms,7872,7872,3881,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,442,Luxembourg,LUX,1001,Wheat and meslin.,8,Weight in kilograms,940,1840,1478,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,504,Morocco,MAR,1001,Wheat and meslin.,1,No Quantity,0,23546000,7063800,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,530,Neth. Antilles,ANT,1001,Wheat and meslin.,8,Weight in kilograms,3620,6724,2903,0
H3,2007,2007,2007,4,0,1,Import,76,Brazil,BRA,600,Paraguay,PRY,1001,Wheat and meslin.,8,Weight in kilograms,163355410,163355410,39137046,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,600,Paraguay,PRY,1001,Wheat and meslin.,8,Weight in kilograms,298880,298880,185958,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,620,Portugal,PRT,1001,Wheat and meslin.,8,Weight in kilograms,600,600,550,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,699,India,IND,1001,Wheat and meslin.,1,No Quantity,0,39901000,10525764,0
H3,2007,2007,2007,4,0,1,Import,76,Brazil,BRA,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,354065190,354065190,106319302,0
H3,2007,2007,2007,4,0,2,Export,76,Brazil,BRA,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,180,180,270,0
H3,2007,2007,2007,4,0,1,Import,76,Brazil,BRA,858,Uruguay,URY,1001,Wheat and meslin.,8,Weight in kilograms,149376580,149376580,32342074,0
H3,2008,2008,2008,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,73816881,73816881,23626128,0
H3,2008,2008,2008,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,76,Brazil,BRA,1001,Wheat and meslin.,8,Weight in kilograms,25000,25000,27750,0
H3,2008,2008,2008,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,156,China,CHN,1001,Wheat and meslin.,8,Weight in kilograms,45,45,21,0
H3,2008,2008,2008,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,600,Paraguay,PRY,1001,Wheat and meslin.,8,Weight in kilograms,1137080,1137080,548619,0
H3,2008,2008,2008,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,604,Peru,PER,1001,Wheat and meslin.,8,Weight in kilograms,6000,6000,642,0
H3,2008,2008,2008,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,699,India,IND,1001,Wheat and meslin.,8,Weight in kilograms,1,1,17,0
H3,2008,2008,2008,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,13875883,13875883,3663179,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,156,China,CHN,1001,Wheat and meslin.,8,Weight in kilograms,2,2,4,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,191,Croatia,HRV,1001,Wheat and meslin.,8,Weight in kilograms,38749052,38749052,10591744,0
H3,2008,2008,2008,4,0,2,Export,70,Bosnia Herzegovina,BIH,191,Croatia,HRV,1001,Wheat and meslin.,8,Weight in kilograms,1166200,1166200,443653,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,251,France,FRA,1001,Wheat and meslin.,8,Weight in kilograms,6,6,53,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,276,Germany,DEU,1001,Wheat and meslin.,8,Weight in kilograms,689,689,1363,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,348,Hungary,HUN,1001,Wheat and meslin.,8,Weight in kilograms,287468490,287468490,94146526,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,381,Italy,ITA,1001,Wheat and meslin.,8,Weight in kilograms,3808,3808,874,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,392,Japan,JPN,1001,Wheat and meslin.,8,Weight in kilograms,1,1,31,0
H3,2008,2008,2008,4,0,2,Export,70,Bosnia Herzegovina,BIH,499,Montenegro,MNE,1001,Wheat and meslin.,8,Weight in kilograms,11968,11968,18956,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,528,Netherlands,NLD,1001,Wheat and meslin.,8,Weight in kilograms,23,23,40,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,642,Romania,ROU,1001,Wheat and meslin.,8,Weight in kilograms,6184460,6184460,1645604,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,688,Serbia,SRB,1001,Wheat and meslin.,8,Weight in kilograms,22281764,22281764,7355773,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,703,Slovakia,SVK,1001,Wheat and meslin.,8,Weight in kilograms,601480,601480,207383,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,705,Slovenia,SVN,1001,Wheat and meslin.,8,Weight in kilograms,24003,24003,11980,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,792,Turkey,TUR,1001,Wheat and meslin.,8,Weight in kilograms,600,600,911,0
H3,2008,2008,2008,4,0,1,Import,70,Bosnia Herzegovina,BIH,804,Ukraine,UKR,1001,Wheat and meslin.,8,Weight in kilograms,47,47,5185,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,12,Algeria,DZA,1001,Wheat and meslin.,1,No Quantity,0,67707100,20050842,0
H3,2008,2008,2008,4,0,1,Import,76,Brazil,BRA,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,4233044189,4235042189,1452445847,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,12800,12800,10035,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,50,Bangladesh,BGD,1001,Wheat and meslin.,1,No Quantity,0,32495000,13577725,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,56,Belgium,BEL,1001,Wheat and meslin.,1,No Quantity,0,186900,92288,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,68,Bolivia (Plurinational State of),BOL,1001,Wheat and meslin.,8,Weight in kilograms,25000,25000,25000,0
H3,2008,2008,2008,4,0,1,Import,76,Brazil,BRA,124,Canada,CAN,1001,Wheat and meslin.,8,Weight in kilograms,272904270,272904270,123943245,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,124,Canada,CAN,1001,Wheat and meslin.,8,Weight in kilograms,120,120,301,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,180,Dem. Rep. of the Congo,COD,1001,Wheat and meslin.,1,No Quantity,0,27950000,11471700,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,372,Ireland,IRL,1001,Wheat and meslin.,8,Weight in kilograms,400,400,629,0
H3,2008,2008,2008,4,0,1,Import,76,Brazil,BRA,422,Lebanon,LBN,1001,Wheat and meslin.,8,Weight in kilograms,2000,2000,1240,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,484,Mexico,MEX,1001,Wheat and meslin.,8,Weight in kilograms,21,21,11,6
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,504,Morocco,MAR,1001,Wheat and meslin.,1,No Quantity,0,106033600,32879103,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,516,Namibia,NAM,1001,Wheat and meslin.,8,Weight in kilograms,28,28,39,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,528,Netherlands,NLD,1001,Wheat and meslin.,1,No Quantity,0,160900,56315,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,586,Pakistan,PAK,1001,Wheat and meslin.,8,Weight in kilograms,126466160,267488000,80795869,0
H3,2008,2008,2008,4,0,1,Import,76,Brazil,BRA,600,Paraguay,PRY,1001,Wheat and meslin.,8,Weight in kilograms,527882970,527882970,158914148,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,600,Paraguay,PRY,1001,Wheat and meslin.,8,Weight in kilograms,37630,37630,36755,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,699,India,IND,1001,Wheat and meslin.,1,No Quantity,0,55348500,14639358,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,704,Viet Nam,VNM,1001,Wheat and meslin.,1,No Quantity,0,59264200,22520390,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,788,Tunisia,TUN,1001,Wheat and meslin.,1,No Quantity,0,27158100,7918374,0
H3,2008,2008,2008,4,0,1,Import,76,Brazil,BRA,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,907350540,907350540,392605810,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,170,1700,2221,0
H3,2008,2008,2008,4,0,1,Import,76,Brazil,BRA,858,Uruguay,URY,1001,Wheat and meslin.,8,Weight in kilograms,90876030,90876030,36162963,0
H3,2008,2008,2008,4,0,2,Export,76,Brazil,BRA,858,Uruguay,URY,1001,Wheat and meslin.,8,Weight in kilograms,28520,28520,13918,0
H3,2009,2009,2009,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,30186080,30186080,6683373,0
H3,2009,2009,2009,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,76,Brazil,BRA,1001,Wheat and meslin.,8,Weight in kilograms,18888,18888,15930,0
H3,2009,2009,2009,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,484,Mexico,MEX,1001,Wheat and meslin.,8,Weight in kilograms,18,18,113,0
H3,2009,2009,2009,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,600,Paraguay,PRY,1001,Wheat and meslin.,8,Weight in kilograms,191100,191100,90576,0
H3,2009,2009,2009,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,842,USA,USA,1001,Wheat and meslin.,8,Weight in kilograms,15501221,15501221,4109945,0
H3,2009,2009,2009,4,0,1,Import,70,Bosnia Herzegovina,BIH,156,China,CHN,1001,Wheat and meslin.,8,Weight in kilograms,15,15,23,0
H3,2009,2009,2009,4,0,1,Import,70,Bosnia Herzegovina,BIH,191,Croatia,HRV,1001,Wheat and meslin.,8,Weight in kilograms,84721873,84721873,14710027,0
H3,2009,2009,2009,4,0,2,Export,70,Bosnia Herzegovina,BIH,191,Croatia,HRV,1001,Wheat and meslin.,8,Weight in kilograms,378220,378220,137487,0
H3,2009,2009,2009,4,0,1,Import,70,Bosnia Herzegovina,BIH,203,Czechia,CZE,1001,Wheat and meslin.,8,Weight in kilograms,24000,24000,13062,0
H3,2009,2009,2009,4,0,1,Import,70,Bosnia Herzegovina,BIH,276,Germany,DEU,1001,Wheat and meslin.,8,Weight in kilograms,15,15,25,0
H3,2009,2009,2009,4,0,1,Import,70,Bosnia Herzegovina,BIH,348,Hungary,HUN,1001,Wheat and meslin.,8,Weight in kilograms,192483810,192483810,35962204,0
H3,2009,2009,2009,4,0,2,Export,70,Bosnia Herzegovina,BIH,499,Montenegro,MNE,1001,Wheat and meslin.,8,Weight in kilograms,3416,3416,6093,0
H3,2009,2009,2009,4,0,1,Import,70,Bosnia Herzegovina,BIH,528,Netherlands,NLD,1001,Wheat and meslin.,8,Weight in kilograms,28,28,44,0
H3,2009,2009,2009,4,0,1,Import,70,Bosnia Herzegovina,BIH,688,Serbia,SRB,1001,Wheat and meslin.,8,Weight in kilograms,40297479,40297479,7173351,0
H3,2009,2009,2009,4,0,1,Import,70,Bosnia Herzegovina,BIH,792,Turkey,TUR,1001,Wheat and meslin.,8,Weight in kilograms,600,600,642,0
H3,2009,2009,2009,4,0,2,Export,70,Bosnia Herzegovina,BIH,792,Turkey,TUR,1001,Wheat and meslin.,8,Weight in kilograms,13406120,13406120,2737569,0
H3,2009,2009,2009,4,0,2,Export,76,Brazil,BRA,12,Algeria,DZA,1001,Wheat and meslin.,8,Weight in kilograms,22500000,22500000,3960000,0
H3,2009,2009,2009,4,0,2,Export,76,Brazil,BRA,24,Angola,AGO,1001,Wheat and meslin.,8,Weight in kilograms,20,120,169,0
H3,2009,2009,2009,4,0,1,Import,76,Brazil,BRA,32,Argentina,ARG,1001,Wheat and meslin.,8,Weight in kilograms,3215364795,3215364795,782909007,0
H3,2009,2009,2009,4,0,2,Export,76,Brazil,BRA,68,Bolivia (Plurinational State of),BOL,1001,Wheat and meslin.,8,Weight in kilograms,21101,21101,15079,0
H3,2009,2009,2009,4,0,1,Import,76,Brazil,BRA,124,Canada,CAN,1001,Wheat and meslin.,8,Weight in kilograms,302324020,302324020,81398860,0
H3,2009,2009,2009,4,0,2,Export,76,Brazil,BRA,132,Cabo Verde,CPV,1001,Wheat and meslin.,8,Weight in kilograms,60,60,38,0
H3,2009,2009,2009,4,0,2,Export,76,Brazil,BRA,360,Indonesia,IDN,1001,Wheat and meslin.,8,Weight in kilograms,25000000,25000000,5050000,0
H3,2009,2009,2009,4,0,2,Export,76,Brazil,BRA,372,Ireland,IRL,1001,Wheat and meslin.,8,Weight in kilograms,550,748,949,0
H3,2009,2009,2009,4,0,2,Export,76,Brazil,BRA,404,Kenya,KEN,1001,Wheat and meslin.,8,Weight in kilograms,20755500,26250000,3912500,0
H3,2009,2009,2009,4,0,1,Import,76,Brazil,BRA,422,Lebanon,LBN,1001,Wheat and meslin.,8,Weight in kilograms,25056,25056,17832,0
H3,2009,2009,2009,4,0,2,Export,76,Brazil,BRA,512,Oman,OMN,1001,Wheat and meslin.,8,Weight in kilograms,25000000,25000000,4230500,0
